id,dG_separated,L_RMSD,L_RMSD_best,dSASA
5746,-5.706454345159727,86.1986019481065,27.507995547998824,703.2151933192036
5748,-7.127922484141891,86.99620010607791,24.27738117630899,950.0230949008951
5778,-7.3042620020942195,89.41468696962907,26.30289664873286,663.1013835494068
5784,-9.100857225330856,85.71058511901069,22.520437218552683,769.3409713817032
5794,-6.617302330941129,76.84776941221475,32.393528750092365,441.5268162175
5805,-8.857829920457334,86.80984515724913,27.853602438470528,644.9048367497377
5802,-10.671493081285462,78.83063272784095,37.47208140080492,675.7142885201339
5813,-6.955602570198607,83.12943362403965,30.197564721182523,515.4855311217048
5826,-5.577696560163986,87.94882027012386,18.343306048584623,370.78979294402353
5815,-5.992379526900095,91.91528382233746,27.652768353847712,562.5304389591347
5839,-6.971763261578417,87.69700330100794,17.582847250534318,650.0453899022217
5863,-7.0021443468231155,86.5086067928776,33.65496988171179,497.2344059370709
5868,-6.759007363657474,83.91750111758154,30.32933999458495,605.5674192443983
5888,-6.054128242657043,89.77673268313161,25.585610429421695,545.5948498804275
5927,-7.584717795089091,92.69794357834074,12.322878841486888,500.90544615850786
5947,-6.93162616119298,78.55703988084484,31.95396481806553,813.154056921725
5970,-11.845280608608391,85.59847247790334,33.66309622122229,767.229068687658
6014,-10.262665635403664,73.39628910162732,40.76349706479468,331.1878067951382
6021,-5.465677667926684,87.846813803925,19.418384323887732,829.3335073123175
6030,-5.051565401557127,83.07247367451798,30.728425400911576,374.6141584009935
6037,-9.605863284069528,80.11198842648304,36.55337779699918,793.5862553493868
6038,-7.279288232720319,87.40821447715537,24.7651545234544,724.1492231159657
6060,-13.798639893653672,91.0738054326963,25.900338816774116,724.9573183166578
6072,-6.501813742132981,86.35314532161418,25.738009372190614,520.6890014544683
6079,-7.900400784579233,80.09343267545611,38.502890877265415,675.9219439160265
6165,-8.773447598136954,85.67976320759347,18.64374001726517,735.8927679507456
6230,-8.5281595884112,85.44824073404087,16.492503722169015,521.3825875421919
6241,-5.734345663739532,89.01166089459157,23.758456326114022,598.8471491933868
6261,-5.599610100385689,91.73979646995456,28.574816039079767,393.9357366794793
6265,-8.64473913691154,90.16025370814546,23.182229275768027,700.1338649454307
6297,-7.710343876606657,89.45102071748023,29.209364831493886,530.6927633057659
6342,-4.843872653180824,85.68026543099283,23.687764322795335,205.32957788864763
6348,-9.575898455143033,83.95506767189511,25.999559218585006,666.5502472355746
6343,-7.922771332029242,94.54484662277802,29.63744832497965,816.608590988707
6349,-8.395819229960125,84.76935967569015,24.175016383768437,665.9223553408958
6384,-6.1349288782635085,84.17684292505463,25.200054457499732,452.69252520054886
6373,-10.5384635016826,92.9556076284719,23.64624124468105,970.115689829742
6407,-7.903786119450615,80.06233230595677,33.67058905377914,567.6088661472664
6416,-7.153695160497591,78.23657013183482,43.13648610275391,363.6138135468071
6440,-7.516666920863372,75.05382623433687,41.93036509050682,390.94051897249017
6429,-7.996968492149335,90.7427773652122,26.411398123231518,766.1415191241554
6506,-7.587202547224479,78.52710777194815,42.07720408317104,794.3684964060927
